Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6,Q7,Q8,Q9,Q10,Q12,Q1AX,Q1PX,Q3AX,Q3PX,Q4AX,Q4PX,Q6bX,Q6cXi,Q6cXii,Q6eX,Q7aX,Q7bX,Q7cX,Q7dX,Latecomer,NewRecruit,WrongClassif,Duplicate
6,31852,6010,1,100,2003Q4,1,1,2,2,3,2,2,3,3,1,2,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,31894,6010,1,100,2003Q4,1,2,1,3,1,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,33107,5010,4,100,2003Q4,2,3,2,3,2,3,3,3,3,1,1,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,33118,5010,1,100,2003Q4,1,2,2,3,2,2,2,2,3,1,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,33119,6000,1,100,2003Q4,1,2,2,2,2,2,2,2,2,2,3,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,33134,5000,1,100,2003Q4,2,2,2,2,2,2,2,2,2,3,1,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,34801,5000,1,100,2003Q4,1,2,1,1,1,2,1,1,1,2,1,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,34802,6010,1,100,2003Q4,2,3,1,3,1,2,2,3,2,1,3,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,34845,6010,4,100,2003Q4,1,3,1,3,1,3,1,2,1,1,2,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,34905,5010,4,100,2003Q4,2,,3,,3,3,2,3,3,1,2,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,34914,5010,1,100,2003Q4,2,2,2,3,2,3,2,2,2,2,1,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,34925,6010,1,100,2003Q4,1,3,,3,1,1,2,3,1,2,3,1,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,34992,5000,1,100,2003Q4,1,1,1,1,1,2,1,1,1,2,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,34994,6010,1,100,2003Q4,1,2,2,2,2,2,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,34997,5010,4,100,2003Q4,2,1,,1,,1,,2,,2,1,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,35007,5000,1,100,2003Q4,1,,,1,,1,,1,,1,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,35024,5010,2,100,2003Q4,,,,2,2,2,2,3,2,1,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,35556,5010,4,100,2003Q4,1,2,1,2,1,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,36115,5000,1,100,2003Q4,2,3,3,3,3,2,2,3,3,1,1,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,36133,6000,1,100,2003Q4,2,2,3,2,3,2,2,1,1,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,36149,6010,4,100,2003Q4,2,2,,2,,2,,2,,1,1,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,36152,6010,2,100,2003Q4,1,2,1,2,1,2,2,2,2,2,3,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,36169,6010,1,100,2003Q4,2,3,2,3,2,2,2,3,3,3,3,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,40086,5010,1,100,2003Q4,1,2,,2,2,2,2,3,2,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,41562,5010,4,100,2003Q4,2,3,2,3,2,3,2,3,2,1,2,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,44059,6010,1,100,2003Q4,1,1,2,3,2,2,2,1,2,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,50037,6000,1,100,2003Q4,1,2,2,2,2,2,2,2,2,1,1,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,53335,5000,1,100,2003Q4,1,3,2,3,2,2,2,3,2,1,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,80019,6010,4,100,2003Q4,2,3,2,3,2,3,2,3,2,1,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,80086,5010,1,100,2003Q4,2,3,,3,3,2,3,3,3,1,3,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,80616,6010,1,100,2003Q4,,1,,,,2,,2,,2,3,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,80648,6010,2,100,2003Q4,1,2,3,,3,1,2,2,2,2,3,1,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,81189,6010,1,100,2003Q4,,3,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,96915,5000,1,100,2003Q4,1,,2,1,2,1,2,2,2,2,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97027,6000,1,100,2003Q4,1,1,,2,,1,,1,,2,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97028,6010,1,100,2003Q4,2,3,3,3,3,3,3,3,3,1,3,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97030,6010,2,100,2003Q4,1,2,3,2,3,2,2,2,3,1,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97046,6010,1,100,2003Q4,1,2,2,,,2,2,2,2,,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97073,5000,1,100,2003Q4,1,1,1,1,1,2,2,1,2,2,1,1,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97077,6010,2,100,2003Q4,2,2,1,2,,2,,3,,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97116,5000,1,100,2003Q4,1,,,1,1,2,2,3,2,1,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97128,6010,2,100,2003Q4,,2,3,2,3,2,2,2,3,2,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97168,5010,4,100,2003Q4,,,,3,2,2,2,3,2,1,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97172,6010,1,100,2003Q4,1,2,,1,2,2,2,2,2,2,1,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97178,6000,1,100,2003Q4,1,2,,,,2,,2,,,3,,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97186,5010,4,100,2003Q4,2,2,2,2,2,2,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97201,6010,4,100,2003Q4,1,1,1,2,1,2,1,3,1,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97236,6000,1,100,2003Q4,1,2,1,1,1,2,1,2,1,1,2,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97248,6010,4,100,2003Q4,1,2,2,3,2,3,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97255,6010,4,100,2003Q4,1,1,2,1,2,1,2,2,2,2,1,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97301,6010,2,100,2003Q4,,3,,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97354,6010,1,100,2003Q4,1,1,1,2,,2,2,1,1,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97355,6010,4,100,2003Q4,1,1,2,1,2,1,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,97373,6010,2,100,2003Q4,2,3,1,3,1,3,1,3,1,1,2,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
3,97169,5010,4,100,2003Q4,,3,,3,3,3,3,3,3,2,1,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
8,34935,6010,1,100,2003Q4,2,3,3,3,3,3,2,3,3,1,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
8,34999,6000,1,100,2003Q4,2,3,1,2,1,2,2,3,1,2,2,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
8,40132,5010,2,100,2003Q4,1,2,2,2,2,2,2,2,2,2,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
8,31147,5010,1,100,2003Q4,1,1,3,1,3,1,3,1,3,2,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
8,33140,5010,1,100,2003Q4,,1,,1,2,2,2,2,2,3,2,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,30067,6000,1,100,2004Q1,,3,,,3,2,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,30085,6010,2,100,2004Q1,,1,,1,2,2,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,30480,6000,3,100,2004Q1,1,2,1,2,1,2,1,2,1,2,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,30830,6010,1,100,2004Q1,1,1,1,1,1,1,1,2,2,1,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,31063,5000,1,100,2004Q1,2,2,2,2,2,2,2,2,3,2,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,31092,5000,1,100,2004Q1,1,2,2,2,2,2,2,3,3,1,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,31443,5010,1,100,2004Q1,2,2,2,2,2,2,2,3,2,1,3,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,31508,5010,4,100,2004Q1,1,1,,1,,2,,2,,2,2,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,33147,5010,2,100,2004Q1,1,2,2,2,2,2,2,2,2,2,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34732,6000,2,100,2004Q1,2,1,1,1,2,2,2,3,2,2,1,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34734,5010,4,100,2004Q1,1,1,1,1,1,1,1,1,1,3,2,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34738,6010,1,100,2004Q1,1,1,1,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34739,5010,2,100,2004Q1,1,1,2,1,2,2,2,3,2,1,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34744,6000,1,100,2004Q1,2,3,2,3,2,3,2,3,3,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34754,6000,1,100,2004Q1,1,2,1,1,1,2,1,2,1,1,1,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34757,5010,4,100,2004Q1,2,3,1,3,1,3,2,3,1,1,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34768,6000,1,100,2004Q1,1,2,,2,,2,,1,,2,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34769,5000,1,100,2004Q1,2,1,1,1,1,2,1,2,1,2,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34793,5000,1,100,2004Q1,2,,,3,2,3,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34859,6000,1,100,2004Q1,1,2,2,2,2,2,1,1,1,1,1,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,34949,5010,2,100,2004Q1,1,2,2,2,2,2,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,35003,5010,1,100,2004Q1,1,2,2,2,2,2,2,3,3,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,35980,6010,1,100,2004Q1,2,2,,2,,3,,3,,2,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,35984,5010,4,100,2004Q1,1,2,2,2,2,1,1,1,1,2,1,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,36016,6010,1,100,2004Q1,1,2,1,2,1,2,1,3,1,3,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,36018,6000,1,100,2004Q1,1,1,2,1,2,2,2,1,2,2,3,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,36188,5000,1,100,2004Q1,2,3,,3,,3,,3,,1,1,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,36213,6010,2,100,2004Q1,2,3,1,3,2,2,2,2,2,1,3,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,38008,5000,1,100,2004Q1,1,2,2,2,2,2,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,40569,6000,1,100,2004Q1,1,1,,1,,2,,2,,1,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,44001,6000,1,100,2004Q1,1,1,,1,1,2,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,44095,5000,1,100,2004Q1,1,1,,1,,1,,1,,3,1,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,52130,6000,1,100,2004Q1,,1,1,1,1,1,1,1,1,2,1,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,53046,5000,1,100,2004Q1,1,1,1,1,1,2,2,1,1,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,80052,5000,1,100,2004Q1,1,2,,2,2,2,2,2,2,2,3,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,80088,6000,1,100,2004Q1,1,1,1,1,1,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,80135,6000,1,100,2004Q1,1,1,2,1,2,1,2,2,1,1,2,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,80139,6000,1,100,2004Q1,1,1,1,1,1,2,2,1,2,2,1,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,80419,5000,1,100,2004Q1,1,2,,2,1,2,2,2,1,3,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,80496,6010,2,100,2004Q1,1,1,2,1,2,1,2,1,2,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,80562,6010,3,100,2004Q1,1,2,1,1,1,2,1,3,1,1,1,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,96888,5010,3,100,2004Q1,1,1,1,1,1,1,1,1,1,3,1,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,96891,5010,4,100,2004Q1,2,1,1,1,1,2,2,2,2,1,3,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,97007,6010,1,100,2004Q1,1,1,2,1,2,1,2,1,2,2,2,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,97017,6000,1,100,2004Q1,1,1,2,1,2,2,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,97065,5000,1,100,2004Q1,1,2,1,1,2,1,2,1,2,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,97096,6010,2,100,2004Q1,2,3,2,3,2,3,3,3,2,2,3,3,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,97140,6000,1,100,2004Q1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
1,97198,5000,1,100,2004Q1,1,2,2,2,2,1,2,2,2,2,1,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,30090,5000,1,100,2004Q1,2,3,1,3,1,2,2,3,2,2,2,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,31276,5000,1,100,2004Q1,1,2,2,2,2,3,2,2,2,1,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,31408,5010,1,100,2004Q1,1,1,2,1,2,1,2,1,2,1,1,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,31567,5010,4,100,2004Q1,1,1,1,1,1,1,1,1,1,2,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,34915,5000,1,100,2004Q1,1,2,2,2,2,2,2,2,2,2,2,1,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,36021,5010,3,100,2004Q1,1,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,36026,6010,2,100,2004Q1,1,1,2,1,2,1,2,2,2,1,3,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,36028,6010,1,100,2004Q1,1,1,1,1,1,1,1,1,1,3,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,36052,5010,4,100,2004Q1,1,1,2,1,2,3,1,2,2,2,1,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,36153,5000,1,100,2004Q1,1,1,,1,1,1,1,2,2,3,2,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,36173,5010,4,100,2004Q1,1,,,2,1,3,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,36179,5010,2,100,2004Q1,1,3,3,3,3,3,3,3,3,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,36184,6010,1,100,2004Q1,1,2,,2,,2,,2,,2,1,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,36210,6000,1,100,2004Q1,1,2,3,2,3,2,2,2,3,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,36219,5010,1,100,2004Q1,1,1,,1,,2,,1,,1,2,1,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,40216,6010,2,100,2004Q1,2,3,1,3,1,1,1,2,3,1,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,42846,6010,1,100,2004Q1,1,3,3,3,3,3,3,3,,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,50544,5010,4,100,2004Q1,1,1,2,1,2,1,,2,,2,2,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,53306,5000,1,100,2004Q1,1,1,,1,2,1,2,1,2,3,2,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,80492,5010,1,100,2004Q1,,2,2,2,1,2,2,1,2,3,2,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,90149,6000,1,100,2004Q1,1,2,2,2,2,1,2,1,2,3,3,1,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,90174,6010,1,100,2004Q1,,1,2,3,2,2,2,1,2,2,3,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,96928,5000,2,100,2004Q1,1,3,1,3,1,3,1,3,1,1,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,97066,6010,1,100,2004Q1,1,3,2,1,2,3,2,2,2,2,1,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
2,97352,5000,1,100,2004Q1,1,2,3,2,3,3,3,2,3,1,1,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
3,36029,5000,2,100,2004Q1,1,1,1,1,1,2,1,2,1,2,2,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
3,41294,5010,4,100,2004Q1,1,1,1,1,1,2,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
3,44121,6000,1,100,2004Q1,2,3,2,3,2,3,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
4,31453,5010,1,100,2004Q1,,2,3,2,3,2,3,2,3,1,2,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
4,34789,5010,4,100,2004Q1,1,2,3,2,3,2,3,2,2,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
4,34991,5000,1,100,2004Q1,1,2,2,2,2,2,2,2,2,2,3,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
4,35014,5010,4,100,2004Q1,2,2,,2,1,3,1,2,1,1,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
4,36132,6010,2,100,2004Q1,1,1,2,2,2,2,2,2,2,1,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
4,81379,5010,1,100,2004Q1,1,2,2,2,2,2,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
4,90090,5010,1,100,2004Q1,1,2,1,2,1,2,2,2,1,2,3,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
4,96993,6000,1,100,2004Q1,1,1,2,2,2,2,2,1,2,2,2,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
4,97011,6010,2,100,2004Q1,1,1,1,1,1,1,1,1,1,1,3,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,31174,5000,1,100,2004Q1,1,1,,2,,2,,1,,2,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,31493,5010,4,100,2004Q1,1,2,1,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,33197,6010,2,100,2004Q1,1,1,1,1,1,2,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,34756,6010,2,100,2004Q1,2,3,2,3,2,2,2,3,3,2,2,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,34787,6010,1,100,2004Q1,1,2,1,1,1,2,2,2,2,1,1,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,34803,6010,2,100,2004Q1,1,2,2,1,2,3,2,2,2,1,2,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,34840,5010,1,100,2004Q1,1,1,,1,2,1,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,34848,6010,1,100,2004Q1,2,3,2,,2,2,2,2,2,1,3,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,34924,6000,1,100,2004Q1,1,,,2,1,2,2,1,1,2,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,34952,5010,2,100,2004Q1,1,3,1,2,2,1,1,3,1,1,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,35041,5000,1,100,2004Q1,1,1,1,1,1,1,1,1,1,1,2,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,36214,5000,1,100,2004Q1,2,3,2,3,1,2,2,3,1,1,2,3,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,38009,5010,1,100,2004Q1,2,2,2,2,2,3,2,3,2,1,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,50199,6010,1,100,2004Q1,1,2,1,2,1,3,2,2,2,1,1,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,80735,5010,1,100,2004Q1,2,3,,3,3,3,3,3,3,1,1,2,1,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,90342,5010,1,100,2004Q1,1,2,,2,,2,,2,,2,2,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,96943,6000,1,100,2004Q1,1,1,2,1,1,2,2,2,2,2,3,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,97019,5010,4,100,2004Q1,1,1,1,1,1,1,1,1,1,2,2,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,97020,5000,1,100,2004Q1,1,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,97045,6000,1,100,2004Q1,1,2,2,1,1,1,1,1,1,3,1,2,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,97119,5010,4,100,2004Q1,1,1,,1,1,2,2,1,2,2,2,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,97249,5010,4,100,2004Q1,1,2,3,2,2,2,2,2,3,2,,1,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,97325,6010,1,100,2004Q1,1,1,2,,,1,2,1,,2,1,3,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,97343,6010,2,100,2004Q1,2,3,1,,,3,2,3,1,1,3,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,31001,5000,4,100,2004Q1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,31011,5010,1,100,2004Q1,1,1,1,2,1,2,2,2,1,1,2,3,3,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,31153,5000,1,100,2004Q1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,31169,5010,4,100,2004Q1,,3,3,2,2,3,3,3,3,1,2,2,2,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
